server_id	tool	description	input_fields	siblings	label	check	hint_conflict
Upsonic/Upsonic/upsonic	create_draft_email	Create and save a draft email.	to,subject,body,cc,attachments	read_file: Read content from a file with optional pagination. | write_file: Write content to a file (creates or overwrites). | edit_file: Placeholder docstring - will be replaced. | list_files: List files and directories. | search_files: Search for files matching a glob pattern. | grep_files: Search for text within files. | move_file: Move or rename a file or directory. | copy_file: Copy a file or directory. | delete_file: Delete a file or directory. | file_info: Get detailed information about a file or directory. | create_directory: Create a directory (including parent directories). | run_com			
getsentry/sentry-mcp/mcp-cloudflare	Sentry	Connect your Sentry account to search, analyze, and manage errors and performance issues across your applications.					
wso2/fhir-mcp-server/fhir_mcp_server	create		type,payload,searchParam,operation	get_capabilities: (no usable description) | search: (no usable description) | read: (no usable description) | update: (no usable description) | delete: (no usable description) | get_user: (no usable description)			
iconben/z-image-studio/zimage	list_history	List recent image generations history.	limit,offset	generate: Generate an image from a text prompt. | list_models: List available image generation models and hardware recommendations.			
introfini/mcp-server-zotero-dev/mcp-server	zotero_set_pref	Set a Zotero preference value.		zotero_ping: Test connection to Zotero and get version info. | setup-dev: Set up Zotero plugin development environment from scratch | pluginName: Name for your new plugin (e.g., | debug-plugin: Connect to Zotero and start debugging your plugin | fix-errors: Find and fix errors from Zotero | inspect-api: Interactive exploration of Zotero | api: API to explore (e.g., | migrate-z7: Help migrate a plugin from Zotero 6 to Zotero 7 | projectPath: Path to the plugin project to migrate | zotero_db_query: Execute a SELECT query on Zotero | zotero_db_schema: Get database schema information. | zotero_db_			
servagent/servagent/servagent	read_file	Read a text file on the **remote** server.	path,offset,limit	execute_command: Execute a shell command on the **remote** server and return its output. | write_file: Create or overwrite a text file on the **remote** server. | edit_file: Find and replace a string in a file on the **remote** server. | service_action: Manage a systemd service on the **remote** server. | tail_file: Tail a log file or journalctl unit on the **remote** server.			
gimjin/message-mcp	notify	Send notifications and messages through multiple channels (desktop, email, API). Use this tool to notify users about any important information, progress updates, task completions, 	title				
n1byn1kt/apitap	apitap_capture_interact	Drive a live capture session browser. Actions: snapshot, click (ref), type (ref+text), select, navigate, scroll, wait. Returns updated page snapshot after each action. Use element 	sessionId,action,ref,text,value,url,direction,seconds,submit	apitap_search: Find captured API endpoints by domain or keyword. Returns endpoints with replayability tier (green/y | apitap_discover: Probe a site\'s APIs without a browser: detects frameworks, finds OpenAPI specs, probes common paths | apitap_replay: Call a captured API endpoint and return live data. Requires domain and endpointId from apitap_search | apitap_replay_batch: Replay multiple captured endpoints in parallel across domains. Returns array of { domain, endpointId | apitap_browse: Get data from a URL in one call: checks skill files, runs discovery, replays best endpoint. Returns  | ap			
Taoidle/plan-cascade/plan_cascade	read_file	Read the contents of a file. Returns the file content with line numbers.		write_file: Create a new file or completely overwrite an existing file with new content. | edit_file: Edit a file by replacing a specific string with new content. The old_string must be unique in the fi			
f/mcptools	TOOL_NAME	TOOL_DESCRIPTION	someEnum,aNumber,aString				
hesreallyhim/diy-tools-mcp	loan_calculator	Calculate monthly loan payments		tax_calculator: Calculate tax amount and net income | interest_calculator: Calculate compound interest | retirement_planner: Project retirement savings			
kontext-security/browser-use-mcp-server	browser_use	Performs a browser action and returns the complete result directly (patient mode active)	url,action	browser_get_result: Gets the result of an asynchronous browser task (not needed in patient mode as browser_use returns c			
oratis/LISA/skills	skill_manage	Manage Lisa					
rohitg00/kubectl-mcp-server	k8s-proxy	Proxy any kubectl-mcp-server tool call	tool,args				
jztan/pdf-mcp/pdf_mcp	pdf_cache_clear	Clear the PDF cache.	expired_only	pdf_info: Get PDF document information including metadata, | pdf_read_pages: Read text content and images from specific pages of a PDF. | pdf_read_all: Read the entire PDF document. | pdf_search: Search for text within a PDF document. | pdf_get_toc: Get the table of contents (bookmarks/outline) from a PDF. | pdf_corpus_warm: Warm a corpus of local PDFs into the cache within a time budget. | pdf_corpus_overview: Get triage cards for every PDF in a corpus (breadth-first orient). | pdf_corpus_search: Search a corpus of local PDFs and fuse per-doc results into one | pdf_cache_stats: Get PDF cache 			
lennney/mcp-slim-guard	get_time	Returns current timestamp as ISO string		search_catalog: Search the product catalog by keyword. 按关键词检索产品目录。 | generate_report: Generate a detailed operational report. 生成详细运营报告。 | get_product: Get one product and optional inventory details. 获取产品及库存详情。 | lookup_customer: Look up an authorized customer profile. 查询已授权客户资料。 | list_orders: List orders with bounded filters. 按条件列出订单。 | get_order: Get an order with optional history. 获取订单及历史。 | list_incidents: List service incidents by severity. 按严重程度列出服务事件。 | create_ticket: Create a support ticket. 创建支持工单。 | read_document: Read a bounded document snapshot. 读取有界文档快照。 | translate_text: Translat			
freema/openclaw-mcp/mcp	openclaw_task_status	Check the status of an async task. Returns status, and result if completed.		openclaw_chat: Send a message to OpenClaw and get a response | openclaw_instances: List all configured OpenClaw instances. Shows instance names, URLs, and which is the default. Use in | openclaw_status: Get OpenClaw gateway status and health information | openclaw_chat_async: Send a message to OpenClaw asynchronously. Returns a task_id immediately that can be polled for resu | openclaw_task_list: List all tasks. Optionally filter by status, session, or instance. | openclaw_task_cancel: Cancel a pending task. Only works for tasks that haven			
P0lar1zzZ/Ombre-Brain	hold	存储单条记忆,自动打标+合并。tags逗号分隔,importance 1-10。pinned=True创建永久钉选桶。	content,tags,importance,pinned	breath: 检索记忆或浮现未解决记忆。query 为空时自动推送权重最高的未解决桶；有 query 时按关键词+情感检索。domain 逗号分隔，valence/arousal 传 0~1 启用情感共鸣，-1 忽 | grow: 日记归档,自动拆分为多桶。短内容(<30字)走快速路径。 | trace: 修改记忆元数据。resolved=1沉底/0激活,pinned=1钉选/0取消,delete=True删除。只传需改的,-1或空=不改。 | pulse: 系统状态和所有记忆桶摘要。include_archive=True 时包含归档桶。			
czlonkowski/n8n-mcp/mcp	body	Issue description		owner: Repository owner username | repo: Repository name | title: Issue title | calculate_shipping: Calculate shipping cost based on weight (kg) and distance (km) | research_specialist: Expert researcher that searches multiple sources and synthesizes information. Use for detailed resea | research_agent: Deep research specialist | data_analyst: Data analysis expert | writer_agent: Content writing specialist			
alizdavoodi/MCPDocSearch	list_documents	MCP Tool: Lists available documentation markdown files.		get_document_headings: MCP Tool: Retrieves the heading structure for a specified file. | search_documentation: MCP Tool: Searches documentation chunks based on a query.			
MinishLab/semble/semble	search	Search once with a focused query describing what the code does or its name.	query,repo,top_k,max_snippet_lines,content	find_related: Find code similar to a known location.			
Synvoya/codeinspectus	codeinspectus_scan	Run a full local security scan of a path: managed engines (Opengrep SAST, Gitleaks secrets, Trivy SCA/IaC/license), CodeInspectus's offline native Pub SCA, plus AI-code-specific ch		codeinspectus_setup: Inspect external-engine health and exact platform download sizes, save declined choices, or install  | codeinspectus_rescan: Re-run a scan after fixes were applied and diff against a prior scan_id (or the most recent scan of  | codeinspectus_compliance_report: Produce a per-framework code-level control-coverage view for a prior scan (NIST CSF 2.0, ISO 27001:2 | codeinspectus_explain_finding: Return a deep explanation and full remediation plan for a single finding id from a prior scan: what  | codeinspectus_generate_sbom: Generate a CycloneDX or SPDX SBOM for the target pro			
rawveg/ollama-mcp/tools	ollama_generate	Generate completion from a prompt. Simpler than chat, useful for single-turn completions.		ollama_chat: Chat with a model using conversation messages. Supports system messages, multi-turn conversations, t | ollama_copy: Copy a model. Creates a duplicate of an existing model with a new name. | ollama_create: Create a new model with structured parameters. Allows customization of model behavior, system prompt | ollama_delete: Delete a model from local storage. Removes the model and frees up disk space. | ollama_embed: Generate embeddings for text input. Returns numerical vector representations. | ollama_list: List all available Ollama models installed locally. Returns model names, size			
YosefHayim/ebay-mcp/tools	ebay_get_offer	Get a specific offer by ID		ebay_get_custom_policies: Retrieve custom policies defined for the seller account | ebay_create_custom_policy: Create a new custom policy | ebay_get_custom_policy: Get a specific custom policy by ID | ebay_update_custom_policy: Update an existing custom policy | ebay_get_fulfillment_policies: Get fulfillment policies for the seller.\n\nRequired OAuth Scope: sell.account.readonly or sell.acco | ebay_create_fulfillment_policy: Create a new fulfillment policy.\n\n | ebay_get_fulfillment_policy: Get a specific fulfillment policy by ID | ebay_get_fulfillment_policy_by_name: Get a fulfillment policy			
JosieBot26/prospector-mcp-email-finder	verify_email	Verify if an email address is valid and deliverable. Performs DNS MX lookup, SMTP handshake verification (without sending email), catch-all detection, and disposable domain detecti	email	verify_emails_batch: Verify multiple email addresses in a single batch (max 25). Returns verification status and confiden | find_emails: Find email addresses for a business. Scrapes their website for contact info, generates pattern-based | check_domain: Quick check if a domain can receive email. Verifies DNS MX records exist and returns mail server det | usage_stats: Check your current daily usage quota. Shows verifications used today, remaining allowance, pricing t			
epigos/ghana-data-mcp/sources	imf_list_indicators	"Search the IMF DataMapper indicator catalog by keyword — matches against the label, description and dataset (e.g. \""gdp\"", \""inflation\"", \""debt\"", \""current account\""). Returns ea"	query	bog_get_interbank_fx_rates: Bank of Ghana interbank reference rates for the Ghana cedi against 19 currencies, with bid, offer an | bog_get_interbank_interest_rates: Bank of Ghana interbank money-market interest rates, oldest first. Four separate series, chosen with | gse_get_stock_history: Daily price history for one company listed on the Ghana Stock Exchange, oldest first. Takes a GSE sh | gse_rank_stocks: Ranks every security on the Ghana Stock Exchange by performance over a window, or compares a named b | gse_get_market_index: Daily market-wide statistics for the Ghana Stock Exchange, oldes			
TickTockBent/charlotte/tools	charlotte_tools	Manage Charlotte tool visibility. Lists available tool groups and their status. Use 'enable' or 'disable' to control which tools are loaded. Disabled tools don't appear in the tool					
Xquik-dev/x-twitter-scraper	search	Search the credential-scoped OpenAPI catalog. The stub makes no API request.		docs: Search Xquik scraper and API documentation. The stub returns setup guidance. | execute: Send confirmed Xquik API requests. The stub returns setup guidance.			
imbenrabi/Financial-Modeling-Prep-MCP-Server/constants	Cryptocurrency	Cryptocurrency prices, charts, and market data		Commodities: Commodity prices, futures, and commodity market data			
neo4j-contrib/mcp-neo4j/mcp-neo4j-cloud-aura-api	list_tenants	List all Neo4j Aura tenants/projects.		list_instances: List all Neo4j Aura database instances. | get_instance_details: Get details for one or more Neo4j Aura instances by ID. | get_instance_by_name: Find a Neo4j Aura instance by name and returns the details including the id. | create_instance: Create a new Neo4j Aura database instance. | update_instance_name: Update the name of a Neo4j Aura instance. | update_instance_memory: Update the memory allocation of a Neo4j Aura instance. | update_instance_vector_optimization: Update the vector optimization setting of a Neo4j Aura instance. | pause_instance: Pause a Neo4j Aura database inst			
radimsem/remindb	remindb	Mounts the remindb MCP server so OpenClaw agents can query and update a compiled view of their workspace.					
arinspunk/claude-talk-to-figma-mcp/talk_to_figma_mcp	get_annotation	Read annotations from a node in Figma. Uses the proposed Annotations API.	nodeId	ClaudeTalkToFigmaMCP: Claude MCP Plugin for Figma | create_component_instance: Create an instance of a component in Figma | create_component_from_node: Convert an existing node (frame, group, etc.) into a reusable component in Figma | create_component_set: Create a component set (variants) from multiple component nodes in Figma | set_instance_variant: Change the variant properties of a component instance without recreating it. This preserves instance | set_reactions: Set prototype interactions (reactions) on a node in Figma. Use this to add hover effects, click inte | get_reactions: Read all p			
TonyWang-hub/mcp-cn-commerce/xiaohongshu	get_refund_detail	Get full details of a single refund record.	refund_id	get_order_list: Query order list by time range and optional status. | get_order_detail: Get full details of a single order. | get_product_list: Get product (goods) list with basic info. | get_product_detail: Get full details of a single product by product ID. | get_refund_list: Query refund (after-sale) list by time range. | get_logistics_tracking: Get logistics tracking information for an order. | get_review_list: Query product review (comment) list by product ID. | get_shop_info: Get shop basic information for the authenticated merchant. | list_promotions: List promotion activities for the a			
etairl/parallel-browser-mcp/tools	browser_navigate	Navigate the session page to a URL.		browser_go_back: Go back in browser history. | browser_click: Click an element by selector. | browser_fill: Fill a field with text. | browser_fill_form: Fill multiple form fields. | browser_screenshot: Capture a screenshot of the current page. | browser_snapshot: Return a structured page snapshot. | browser_hover: Hover over an element by selector. | browser_drag: Drag from one element to another. | browser_select_option: Select options in a select element. | browser_generate_locator: Generate locator suggestions for an element. | browser_get_page_structure: Return a readable page structure su			
nolabs-ai/AgentUp	get_alerts	Get weather alerts for a US state.	state	get_forecast: Get weather forecast for a location.			
BV-Venky/excalidraw-architect-mcp/excalidraw_mcp	kg_info	Summarize the whole knowledge graph: services, domains, and topology.	graph_path	kg_init: Create a new architecture knowledge graph file (markdown). | kg_add_service: Add or update a service in the knowledge graph. | kg_remove_service: Remove a service and all dependencies touching it. | kg_link: Add a directed dependency: ``from_id`` depends on / calls ``to_id``. | kg_unlink: Remove the dependency ``from_id`` -> ``to_id``. | kg_set_domain: Assign a service to a domain (optionally set the domain's display label). | kg_render: Render the entire architecture to an .excalidraw file. | kg_render_view: Render a focused diagram of just the given services (induced subgraph). | kg			
ccq1/cn-financial-mcp/cn_financial_mcp	get_dividend_data	获取股票历史分红派息详情。	symbol	search_stock: 搜索A股股票，支持名称或代码模糊匹配。 | get_company_info: 获取A股公司基本信息，包括行业、市值、股本等。 | get_company_profile: 获取公司主营业务构成和业务描述。 | get_competitors: 获取同行业公司列表（竞争对手/可比公司）。 | get_income_statement: 获取利润表（按季度）。 | get_balance_sheet: 获取资产负债表（按季度）。 | get_cash_flow_statement: 获取现金流量表（按季度）。 | get_financial_line_item: 从三大财务报表中提取特定财务科目的时间序列数据。 | get_financial_indicators: 获取财务分析指标（ROE、毛利率、净利率、资产负债率等）。 | get_growth_rates: 获取成长性指标（营收增长率、净利润增长率等）。 | get_per_share_data: 获取每股指标（每股收益EPS、每股净资产BPS、每股现金流CFPS等）。 | get_segments_revenue: 获取公司主营业务构成（按产品/地区分拆营收）。 | get_industry_list: 获取行业板块列表。 | get_industry_stocks: 获取指定行业板块的成分股列表			
davepoon/buildwithclaude	relay_list_requests	List relay requests (id, status, title, created), optionally filtered by status.		relay_file_request: File a request for a human operator (account creation, CAPTCHA-gated step, | relay_check_request: Fetch one relay request by id, including its status (open/claimed/done/rejected)			
brycewang-stanford/stata-code	list_sessions	Enumerate live sessions. Each entry has session_id, frame (Stata frame name), and n_obs.		stata_run: Execute Stata code and return a v1.0 stata_code RunResult (see SCHEMA.md). The result is a JSON obje | stata_run_status: Poll a background run submitted with stata_run(run_in_background=true). While it is still going the  | list_background_runs: List background runs tracked by this server, newest first, with their status and elapsed time. Resul | stata_info: Report installed Stata edition, version, backend, and whether the runtime is initialized. | get_log: Fetch the full log text behind a log:// ref returned by a prior stata_run call. Returns JSON {text,  | get_graph: Fetch graph b			
davepoon/buildwithclaude	relay_file_request	File a request for a human operator (account creation, CAPTCHA-gated step,		relay_check_request: Fetch one relay request by id, including its status (open/claimed/done/rejected) | relay_list_requests: List relay requests (id, status, title, created), optionally filtered by status.			
libraz/grok-mcp	grok_ask	Send a text + optional image prompt to xAI Grok. Supports server-side X (Twitter) and web search via the Responses API.		grok_list_models: List xAI model IDs available to your API key. | grok_imagine_image: Generate (or edit, when source_images is provided) images via Grok Imagine. Returns one or more imag | grok_imagine_video: Generate a video via Grok Imagine. By default this blocks until the video is ready (polling every 5s | grok_imagine_video_status: Check the status of an in-progress video generation by request_id. | grok_estimate_cost: Estimate USD cost for a Grok API call given a model ID and token/image/video counts. Uses a static p			
Vvkmnn/claude-orator-mcp	orator_optimize	Analyze and optimize a prompt using Anthropic best practices. Returns an optimized prompt scaffold with score metrics, detected issues, and applied techniques.					
salitronic/eda-agent/eda_agent	pcb_place_thieving_pads	Fill bare copper area with a grid of isolated thieving pads.	layer,pad_size_mils,pitch_mils,clearance_mils,margin_mils	tool_catalog: Discover tools by category / maturity / interaction without | tool_invoke: Invoke any registered tool by name: the companion to | app_get_status: Check if Altium Designer is running and get status information. | app_context: Where you are, in one call. Run this before anything else. | app_attach: Connect to a running Altium Designer instance. | app_save_all: Flush every dirty Altium document to disk. | app_exit_active_command: Close a transaction a crashed handler left open in Altium. | app_checkpoint: Snapshot the focused project so the session is revertible. | app_list_checkpoi			
swiftlens/swiftlens	swift_summarize_file	Return counts of classes, functions, enums, and other symbols in a Swift file.	file_path	get_tool_help: Get concise help for Swift tools. Pass tool_name for specific help, or None for all tools. | swift_analyze_files: Analyze Swift files and extract symbol structures (supports single or multiple files). | swift_check_environment: Check if Swift development environment is properly configured. | swift_lsp_diagnostics: Comprehensive LSP diagnostics combining environment, health, and performance checks. | swift_find_symbol_references_files: Find all references to a symbol across multiple Swift files. Prefer relative paths (e.g., 'src/MyFil | swift_get_hover_info: Get hover information			
nkapila6/mcp-local-rag/mcp_local_rag	rag_search_ddgs	Search the web for a given query using DuckDuckGo. Returns context to the LLM	query,num_results,top_k,include_urls	rag_search_google: Search on Google for a given query using ddgs. Give back context to the LLM | deep_research: Perform deep research across multiple search terms using specified search backends. | deep_research_google: Perform deep research across multiple search terms using ONLY Google. | deep_research_ddgs: Perform deep research across multiple search terms using ONLY DuckDuckGo.			
Shloimy15e/whatsapp-mcp	whatsapp_search_chats	Search for a chat by name or phone number	query	whatsapp_list_chats: List recent WhatsApp chats with unread counts | whatsapp_read_messages: Read messages from a chat | whatsapp_send_message: Send a message (text, reply, or with media) | whatsapp_get_contact_info: Get info about a contact or group | whatsapp_get_group_info: Get detailed info about a WhatsApp group | whatsapp_create_group: Create a new WhatsApp group | whatsapp_group_add_participants: Add participants to a group | whatsapp_group_remove_participants: Remove participants from a group | whatsapp_leave_group: Leave a WhatsApp group | whatsapp_react: React to a message with an em			
idapixl/idapixl-web-research-mcp	fetch_page	"Fetch a URL and return the main text content. Use extractMode=""article"" for article text (default), ""full"" for entire body, ""links"" for all links. Strips navigation, ads, scripts, "	url	web_search: Search the web and return structured results (title, URL, snippet). Use Brave Search API when config | research_topic: Multi-step research: search the web, fetch top results, score relevance, deduplicate, and return a s			
giancarloerra/SocratiCode	codebase_health	Check the health of all infrastructure: Docker, Qdrant container, Ollama, and embedding model. Use this to diagnose setup issues.		codebase_index: Start indexing a codebase in the background. Returns immediately. Call codebase_status to poll progr | codebase_update: Incrementally update an existing codebase index. Only re-indexes changed files. Runs synchronously.  | codebase_remove: Remove a project | codebase_stop: Gracefully stop an in-progress indexing operation. The current batch will finish and checkpoint, pre | codebase_watch: Start/stop watching a project directory for file changes and automatically update the index. When st | codebase_search: Semantic search across an indexed codebase. Only use after codebase_ind			
PDFMathTranslate/PDFMathTranslate	translate_pdf	translate given pdf or word document. Argument `file` is absolute path	file,lang_in,lang_out				
subhangadirli/kagi-translate-mcp/tools	translate_text	Translate text between languages using Kagi Translate.		proofread: Proofread text with Kagi Translate. | translate_url: Translate the content of a URL using Kagi Translate.			
zilliztech/claude-context	list_directory	Lists the contents of a directory.	path	edit: Edits the specified file with the given modifications. | search_text: Searches for a regular expression pattern within the content of files in a specified directory (or c | read_file: Reads the content of a text file at the specified path. | directory_tree: Generates a tree structure of a directory.			
winyunq/UnrealMotionGraphicsMCP	get_umg_mcp_connection			list_umg_mcp_servers: (no usable description) | connect_umg_mcp: (no usable description)			
mnemox-ai/idea-reality-mcp/idea_reality_mcp	idea_check	Check if a product idea already exists before building it.	idea_text,depth,lang				
yamadashy/repomix/mcp	pack_remote_repository	Fetch, clone, and package a GitHub repository into a consolidated file for AI analysis. This tool automatically clones the remote repository, analyzes its structure, and generates 		attach_packed_output: (no usable description) | file_system_read_directory: (no usable description) | file_system_read_file: (no usable description) | generate_skill: (no usable description) | grep_repomix_output: Search for patterns in a Repomix output file using grep-like functionality with JavaScript RegExp sy | pack_codebase: Package a local code directory into a consolidated file for AI analysis. This tool analyzes the code | read_repomix_output: Read the contents of a Repomix-generated output file. Supports partial reading with line range speci			
ktnyt/cclsp/tools	get_incoming_calls	Find all functions/methods that call the function at a position. Requires prepare_call_hierarchy first.		get_diagnostics: Get language diagnostics (errors, warnings, hints) for a file. Uses LSP textDocument/diagnostic to p | get_hover: Get hover information (documentation, type info) for a symbol at a specific position in a file. | find_definition: Find the definition of a symbol by name and kind in a file. Returns definitions for all matching sym | find_references: Find all references to a symbol across the entire workspace. Returns references for all matching sym | find_implementation: Find implementations of an interface or abstract method. Returns locations of all implementations. | rename_sy			
damagethundercat/PureData-MCP/mcp	pd_start_demo	Generate a Vanilla Pure Data demo patch, launch Pd headless by default or with gui=true, optionally from an absolute targetPath, start DSP, and prepare FUDI control.	audioOutDevice,gui,targetPath,overwrite	pd_open_patch: Launch an existing absolute .pd patch path as the MCP-managed Pd process for status, preview, save,  | pd_start_live_session: Create and launch a visible live-edit Pd patch with an empty agent-managed canvas ready for pd_live_ | pd_create_live_patch: Write a live-edit bridge .pd file with known control/edit ports so the user can open it manually and | pd_attach_live_session: Attach to an already-open MCP live-edit Pd patch by control/edit ports, optionally loading its patch | pd_set_params: Update bounded live parameters on the running Pd demo patch. | pd_send_control: Send a sa			
KemingHe/python-dependency-manager-companion-mcp-server	search_py_dep_man_docs	Find comprehensive answers from latest official Python dependency manager documentation.	query,package_filter,top_n				
yogthos/Matryoshka	nucleus_commands	Get reference documentation for available Nucleus commands.		lattice_query: Execute a Nucleus query on the loaded document.  RETURNS HANDLE STUBS (not full data): - Array resul | lattice_expand: Get full data from a handle when you need to inspect actual results.  USE THIS WHEN: - You need to s | lattice_close: Close the current session and free memory. | lattice_status: Get current session status including document info, active handles, and timeout. | lattice_bindings: Show current handle bindings.  Returns all active handles with their stubs:   $grep_error: Array(500 | lattice_reset: Clear all handles and bindings but keep the document loaded. Use thi			
timescale/pg-aiguide/apis	view_skill	Retrieve detailed skills for TimescaleDB operations and best practices.					
runeape-sats/unreal-mcp	search_assets_recursively	Search for assets recursively in all common subdirectories.	base_path,asset_type,search_term,max_results	get_spatial_context: Return the current spatial context of all actors as a JSON string. | reset_spatial_context: Reset the spatial context, clearing all tracked actors. | delete_actor: Delete a specific actor from the Unreal Engine level. | spawn_actor_from_blueprint: Spawn a level actor based on an Unreal Blueprint class. | spawn_static_mesh: Spawn a static mesh actor using an existing static mesh asset from the content browser. | create_static_mesh_actor: Create a new static mesh actor in the Unreal Engine level using a simpler approach. | modify_actor: Modify an existing actor in the Unreal			
QwenLM/qwen-code/channels	channel_loop_create	Create a recurring proactive reminder or scheduled prompt for the current channel chat. Use this in channel sessions instead of cron_create.		channel_loop_list: List proactive loops for the current channel chat. | channel_loop_cancel: Cancel a proactive loop for the current channel chat.			
AstyanM/mcp-data-science/mcp_data_science	plot_qq	Q-Q plot to visually assess if a column follows a normal distribution.	column,save_path,df_name	get_correlation: Compute pairwise correlation between two numeric columns. | get_value_counts: Value counts with percentages, sorted descending. Shows top_n values. | detect_outliers: Detect outliers in a numeric column. Methods: 'iqr' (threshold=IQR multiplier) | group_aggregate: GroupBy aggregation. Functions: mean, sum, count, min, max, median, std. | crosstab: Cross-tabulation of two categorical columns. Optional normalization (percentages). | add_row_index: Add or reset a numeric row index as a column. | group_aggregate_multi: GroupBy with multiple columns and multiple aggregation functio			
Oshayr/LLM-Wiki	wiki_write	Create or update a wiki page.	slug,content	wiki_search: Search the wiki using TF-IDF full-text search. | wiki_read: Read a wiki page by slug. Returns the full markdown content. | wiki_list: List wiki pages, optionally filtered by type. | wiki_backlinks: Get all pages that link to a given page, plus unlinked mentions. | wiki_stats: Get wiki statistics: page count, types, confidence distribution. | wiki_query: Execute a frontmatter query (Dataview-like syntax). | wiki_gaps: Analyze content gaps: missing pages, structural holes, stale content. | wiki_daily: Create or get today's daily note. | wiki_wikipedia_search: Search Wikipedia articl			
Azure-Samples/AI-Gateway	authorize_servicenow	Validate Credential Manager connection exists and is connected.		show_internal_environment_variables: Return the internal environment variables that the Strands agent sees, for debugging. | get_weather: Get the current weather (temperature) for the given city. | get_oncall_list: Get list of people currently on-call with their status and time zone. | get_cities: Get list of cities for a given country. | create_incident: Create an incident on Service Now. | list_incidents: Get all incidents in this service now incident. | get_incident: Get incident with specific record system id | get_user: Get user associated with GitHub access token. | get_issues: Get all i			
nolabs-ai/AgentUp	get_forecast	Get weather forecast for a location.	latitude,longitude	get_alerts: Get weather alerts for a US state.			
ShellyDeng08/rednote-analyzer-mcp/rednote_analyzer_mcp	rednote_get_note_detail	Get full details of a specific RedNote note.	note_id,include_comments	rednote_search_notes: Search RedNote (小红书) notes by keyword or topic. | rednote_analyze_note: Analyze a RedNote note's structure, sentiment, and engagement patterns. | rednote_extract_patterns: Extract common patterns from multiple RedNote notes on a topic. | rednote_generate_post: Generate a RedNote post outline based on topic and style. | rednote_rewrite_in_style: Rewrite content in RedNote style with proper formatting and hooks.			
AviHack/powerbi-mcp-proxy	run_dax_query	Execute a DAX query against a Power BI dataset.	query,dataset_id,workspace_id	list_workspaces: List Power BI workspaces you have access to. Returns name and ID for each. | list_datasets: List datasets in a Power BI workspace. Returns name and ID for each. | list_measures: List all measures in a Power BI dataset. (Unsupported on imported datasets.) | list_columns: List all columns for a table in a Power BI dataset. (Unsupported on imported datasets.)			
JoeanAmier/XHS-Downloader	download_detail		url,index,return_data	get_detail_data: (no usable description)			
aka-kika/the-librarian	librarian_stats	Digest of collection health for curation decisions.		librarian_find: Recommend the best skills in the collection for a stated intent. | librarian_brainstorm: Surface a wide, diverse spread of skills for ideation — not convergence. | librarian_report: Report whether a recommended skill actually worked. Append-only. | librarian_reindex: Rescan the skills directory, embed new/changed SKILL.md files, prune deleted ones.			
kaul-vineet/LOB-MCPAppsSample	wday__get_goals	Get your performance goals including status, due dates, and categories. Result is rendered as an interactive dashboard.		sf__get_leads: Get Leads from Salesforce. Pass lead_id for exact record lookup → opens edit form. Pass name to sear | sf__create_lead: Create a new Lead in Salesforce. Requires last_name and company at minimum. Returns the updated list | sf__update_lead: Update an existing Lead in Salesforce by its record Id. Only fields provided will be updated. Return | sf__get_opportunities: Get the 5 most recent Opportunities from Salesforce. Returns opportunity name, account, stage, amoun | sf__create_opportunity: Create a new Opportunity in Salesforce. Requires name, stage, and close_date at minimum. Ret			
michalstrnadel/scorekeeper	check_compatibility	Dry-run: would this claim collide with active commitments? Nothing is	claim,scope	get_scoreboard: Full human-readable scoreboard (active + superseded/retracted history). | get_digest: Compact normative digest (< 50 lines) for context injection: conflicts | assert_commitment: Record a commitment through the full operator pipeline (Tier-0 collisions, | supersede: Explicitly replace a commitment with an entitled revision (both directions | challenge: Challenge a commitment's entitlement (Brandom: demand the reason). The | retract: Retract a commitment (status transition — the record is kept).			
xyTom/coding-tools-mcp	start_coding_tools_sandbox	Trigger the GitHub Actions workflow that starts a coding-tools-mcp Docker sandbox and exposes it through Cloudflare Tunnel.		get_coding_tools_sandbox_status: Query the GitHub Actions workflow run status for a coding-tools-mcp sandbox and optionally probe the			
arjunprabhulal/mcp-flight-search	server_status	Check if the Model Context Protocol server is running.		search_flights_tool: Search for flights using SerpAPI Google Flights.			
Gorav22/TerminusAI	execute_command	Execute commands on remote hosts or locally (This tool can be used for both remote hosts and the current machine)					
paulhkang94/markview	lint_file	Lint a markdown file using MarkView		preview_markdown: Render markdown content in the MarkView macOS preview app. | open_file: Open an existing markdown file in the MarkView macOS app. | render_diff_file: Run git diff on a repository and render the output in MarkView with diff2html | render_diff_raw: Render a raw unified diff string in MarkView with diff2html syntax highlighting. | get_changed_files: List all changed files in a git repository (staged, unstaged, and untracked). | lint_content: Lint raw markdown content using MarkView | get_word_count: Count words, characters, lines, and estimated tokens in markdown content. | outl			
alizdavoodi/MCPDocSearch	search_documentation	MCP Tool: Searches documentation chunks based on a query.	query,filename,max_results	list_documents: MCP Tool: Lists available documentation markdown files. | get_document_headings: MCP Tool: Retrieves the heading structure for a specified file.			
nanohype/nanohype	calculator	Evaluate a basic arithmetic expression. Supports +, -, *, /, parentheses, and decimal numbers.		search_templates: Search the catalog for templates matching a query. Optional category, persona, and kind filters narr | get_template: Fetch a single template manifest by name. Returns the full template.yaml content including variables | get_composite: Fetch a single composite manifest by name. Returns the multi-template orchestration manifest includi | list_standards: Enumerate the published standards files. Returns the canonical names; call | get_standard: Fetch a single standards file by name. Returns the full JSON including kind, version, title, summary | get_contract: Fetch a repo			
