server_id	tool	description	input_fields	siblings	label	check	hint_conflict
SeequentEvo/evo-mcp/evo_mcp	list_objects	List objects in a workspace with optional filtering.	workspace_id,schema_id,deleted,limit	create_workspace, get_workspace_summary, create_workspace_snapshot, workspace_copy_object, workspace_duplicate_workspace, find_duplicate_objects, preview_duplicate_scan, compare_evo_objects_detailed, 	A2	After creating/duplicating/copying an object, call list_objects and expect the object to appear.	n
tosin2013/documcp	MkDocs	Python-based, simple and fast documentation		analyze_repository, recommend_ssg, generate_config, setup_structure, setup_playwright_tests, deploy_site, deploy_pages, verify_deployment, populate_diataxis_content, update_existing_documentation, val	A0	-	n
partymola/monzo-mcp/monzo_mcp	monzo_list_accounts	List all Monzo accounts with their types and IDs.		monzo_get_balance, monzo_list_pots, monzo_spending, monzo_sync, monzo_list_transactions, monzo_search_transactions	A0	-	n
andresdefi/zerodust/langchain	zerodust_get_sweep_status	Check the status of a previously submitted sweep. Returns the current status (pending, simulating, executing, bridging, completed, failed), transaction hash if available, and error	schema	zerodust_info, zerodust_get_chains, zerodust_get_balances, zerodust_get_quote, zerodust_list_sweeps	A0	-	n
SpenserCai/echart-mcp-view/mcp	echart_mcp_view_app_examples			echart_mcp_view_app_build_option	A0	-	n
signalclaude/interagent	register_agent	Register this agent with the inter-agent communication server. Call this on startup.	name,workspace_path,description	list_agents, get_agent, send_message, check_inbox, read_message, reply_message, escalate, publish_spec, get_spec, list_specs, set_status, get_status, get_all_statuses	A2	After register_agent, call get_agent or list_agents and expect the registered agent.	n
AILIFE1/Cathedral	cathedral_wake	Restore full agent identity from Cathedral memory.		cathedral_remember, cathedral_search, cathedral_snapshot, cathedral_drift, cathedral_me	A0	-	n
eadm/grain-mcp-server/grain_mcp_server	get_all_meetings	Retrieve all meeting from Grain.		download_meeting_transcript	A0	-	n
thamaraiselvam/mcp-jira-confluence	get_confluence_page	Read a Confluence page by its ID. Returns the page title, space, version, URL, and full body content in Confluence storage format (HTML).		search_confluence, create_confluence_page, update_confluence_page, add_confluence_comment, get_confluence_page_versions, check_confluence_permissions, jira_search, jira_get_issue, jira_create_issue, j	A2	After create_confluence_page/update_confluence_page, call get_confluence_page and expect the change.	n
eraincc/emlog-mcp	add_comment	Add a comment to an article	gid,comname,comment,commail,comurl,pid	create_article, update_article, get_article, search_articles, like_article, get_comments, create_note, upload_file, get_user_info, get_draft_list, get_draft_detail	A2	After add_comment, call get_comments and expect the new comment.	n
cablate/mcp-google-gmail/services	email_formatter	Format email content with various output formats and cleaning options		email_reader, email_search	A1	Format the same email content with the same options and expect the same formatted output.	n
Lunran/rssmcp/rssmcp	get_rss	Fetch RSS feeds	feed_name,since,export_result		A0	-	n
elad12390/web-research-assistant/searxng_mcp	translate_error	Find solutions for error messages and stack traces from Stack Overflow and GitHub.	error_message,reasoning,language,framework,max_results	web_search, crawl_url, stealth_scrape, package_info, search_examples, search_images, package_search, github_repo, api_docs, extract_data, compare_tech, get_changelog, check_service_status	A0	-	n
mcpland/gitlab-mcp/tools	health_check	Return server liveness and current timestamp.			A0	-	n
D0NMEGA/MoltGrid	claim_job	Claim the next available job from a queue		memory_get, memory_set, memory_list, send_message, check_inbox, submit_job, vector_search, heartbeat	A0	-	n
Mnemoclaw/smartrabbit-mcp	generate_fitness_program	Generate a personalized fitness program using Smart Rabbit AI.  This tool creates a complete workout program based on the user		get_program_options	A0	-	n
